longitude,latitude,B2,B3,B4,B8,B11,B12,NDVI,VV,VH,VV_minus_VH,agbd
-60.061921343283785,-3.4606473426599416,360.5,610.5,374.5,3380.5,1990.5,884,0.8005326390266418,-6.039150011847532,-13.951381429815036,7.912231417967504,0
-60.796294088051496,-3.003404863043105,225,386,221,2749,1356,526,0.8511784672737122,-7.473512058892428,-14.800821356291879,7.3273092973994505,145.634583
-59.854635091473206,-3.593373425888601,349,533.5,329,2876,1629,685.5,0.7946957945823669,-7.250050523419817,-13.283134979719923,6.033084456300107,148.360794
-60.72487802296399,-3.7557439134932045,333,488,298,2652,1345,568,0.7979661226272583,-7.10953380285466,-13.917768259962104,6.808234457107444,53.595245361328125
-59.39896466360358,-3.0725751399203083,304,516,321,3074,2017,942,0.8108983635902405,-8.507516896882093,-14.486038238898786,5.978521342016693,15.603167533874512
-59.57076746169144,-2.5753576301601533,379,553,320,2898.5,1596.5,657,0.8011496067047119,-7.30575707013713,-12.630069674301744,5.324312604164614,208.242661
-59.78613855105909,-2.6887699347802427,409,582,343.5,3136.5,1647.5,707.5,0.8025861978530884,-8.781560855299071,-15.513004921192106,6.731444065893035,213.458633
-60.31569541104755,-3.101770386654193,305,426.5,286,2213,1310,551.5,0.7711084485054016,-9.072517746297256,-14.946779844473166,5.87426209817591,60.77034378051758
-60.30918262523768,-3.6463740276516527,294,502,297,3098.5,1601,684,0.8250625729560852,-7.500556870764815,-14.734696207453112,7.234139336688297,13.737762451171875
-60.309856361700774,-2.377054531190769,273,454,250,3006,1403,550,0.8464373350143433,-8.588199479294179,-14.674133736766626,6.085934257472447,183.4056396484375
-59.46139757584989,-2.6647400009300455,461,715,526,3341,2113,955,0.7279545068740845,-8.101974041926047,-14.842157383167514,6.740183341241467,56.28242492675781
-60.69141577863054,-3.5940471623516905,272,455,262,2893,1489,640,0.8339143991470337,-8.149298852292295,-14.010846294527084,5.861547442234789,61.52632522583008
-60.61865224061686,-3.7445149724417104,276,462.5,260.5,2900,1507.5,662,0.8351526856422424,-7.279352558869246,-13.978430781563482,6.699078222694236,7.922389030456543
-59.81555837661401,-2.380647792327247,360.5,548.5,328.5,3259.5,1816,757.5,0.8168896436691284,-7.572722574015099,-14.077948719799032,6.505226145783933,203.62442016601562
-60.29997489357546,-3.5457627158302665,318,563.5,326.5,3231.5,1886,820,0.8164699077606201,-8.419880274051279,-14.346362205344514,5.926481931293235,0.5547419786453247
-60.14748587409617,-3.0009344960117765,321.5,505,308,2869.5,1565.5,662,0.8061369061470032,-8.843739546421931,-14.124218775372785,5.280479228950854,224.853561
-59.509008285908216,-3.3223067889055353,403,644,363,3547,1968,822,0.8143222332000732,-6.684179983554607,-12.934078740228019,6.249898756673412,18.54869842529297
-61.023792433754764,-2.97510793159334,282,456,267,2615,1481,594,0.8147119879722595,-8.952855564465331,-14.606028927346166,5.653173362880835,119.875298
-60.20946962870042,-3.135232630987645,612.5,905,1041,2913.5,3063.5,1935,0.4735111892223358,-8.529028753819341,-14.377615324615762,5.848586570796421,3.9426751136779785
-59.35270142647142,-3.383167649404633,735,1023,1149,3146,3728,2268,0.4649592638015747,-10.419832445145198,-15.91691733814223,5.497084892997032,1.376373052597046
-59.92941983887616,-3.452113347460806,448,622,485,2570,2252,1203,0.6824877262115479,-8.978534240360435,-14.3295611058649,5.3510268655044655,4.2445878982543945
-60.496930519618665,-2.6315023354176232,303,438,262,2555,1262,510,0.8139865398406982,-8.809359129397388,-15.059489324906266,6.250130195508879,51.48542785644531
-60.92048617608102,-3.5614832333023583,357,508,323,2951.5,1735,753.5,0.8027179837226868,-7.628111260855398,-13.560189218909885,5.932077958054487,26.103477478027344
-60.48031168686245,-2.467110638423751,279,419,236,2560.5,1239.5,506.5,0.8312175869941711,-9.04601455435141,-15.291908305211706,6.245893750860295,128.816376
-60.09089201119664,-3.2055258019699977,320,503,272.5,3270.5,1588.5,603,0.8461755514144897,-9.643257109053412,-17.818773701083728,8.175516592030316,83.42647552490234
-59.89034312401696,-3.6618699663027146,342,503,307,3146,1680,733,0.8221836090087891,-7.859510057819067,-14.375203953153267,6.5156938953342,85.355988
